TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A
0.32 308.765 82.4763 93.3755 922.995 344.872 340.065 -299.347 528.809 276.195
0.321 309.688 82.8214 93.7157 922.695 345.4 340.341 -299.637 528.554 275.93
0.322 310.611 83.1671 94.0562 922.396 345.929 340.617 -299.925 528.298 275.665
0.323 311.533 83.5133 94.3969 922.095 346.457 340.892 -300.213 528.041 275.4
0.324 312.455 83.86 94.738 921.795 346.985 341.168 -300.5 527.782 275.134
0.325 313.376 84.2072 95.0793 921.494 347.512 341.443 -300.786 527.522 274.869
0.326 314.298 84.555 95.4208 921.194 348.04 341.717 -301.071 527.261 274.603
0.327 315.219 84.9033 95.7627 920.892 348.567 341.992 -301.355 526.999 274.337
0.328 316.139 85.2521 96.1048 920.591 349.094 342.266 -301.638 526.736 274.07
0.329 317.06 85.6015 96.4472 920.289 349.62 342.54 -301.92 526.471 273.804
0.33 317.98 85.9514 96.7899 919.987 350.147 342.814 -302.201 526.206 273.537
0.331 318.9 86.3018 97.1329 919.685 350.673 343.087 -302.482 525.939 273.27
0.332 319.819 86.6527 97.4761 919.382 351.199 343.36 -302.761 525.671 273.002
0.333 320.739 87.0042 97.8196 919.079 351.724 343.633 -303.039 525.401 272.735
0.334 321.658 87.3562 98.1633 918.776 352.25 343.906 -303.317 525.131 272.467
0.335 322.576 87.7087 98.5074 918.472 352.775 344.178 -303.593 524.859 272.199
0.336 323.495 88.0617 98.8517 918.169 353.299 344.45 -303.869 524.586 271.931
0.337 324.413 88.4153 99.1963 917.865 353.824 344.722 -304.143 524.313 271.663
0.338 325.33 88.7694 99.5411 917.56 354.348 344.993 -304.417 524.037 271.394
0.339 326.248 89.124 99.8863 917.256 354.872 345.265 -304.689 523.761 271.125
0.34 327.165 89.4791 100.232 916.951 355.395 345.536 -304.961 523.484 270.856
0.341 328.082 89.8348 100.577 916.646 355.919 345.806 -305.232 523.205 270.587
0.342 328.998 90.191 100.923 916.341 356.442 346.077 -305.501 522.925 270.318
0.343 329.914 90.5477 101.269 916.035 356.965 346.347 -305.77 522.645 270.048
0.344 330.83 90.9049 101.616 915.729 357.487 346.617 -306.038 522.363 269.778
0.345 331.746 91.2626 101.963 915.423 358.009 346.887 -306.304 522.079 269.508
0.346 332.661 91.6209 102.31 915.116 358.531 347.156 -306.57 521.795 269.238
0.347 333.576 91.9797 102.657 914.81 359.053 347.425 -306.835 521.51 268.968
0.348 334.491 92.339 103.005 914.503 359.574 347.694 -307.099 521.223 268.697
0.349 335.405 92.6988 103.352 914.196 360.095 347.962 -307.362 520.935 268.426
0.35 336.319 93.0592 103.701 913.888 360.616 348.231 -307.623 520.647 268.155
0.351 337.233 93.4201 104.049 913.58 361.137 348.499 -307.884 520.357 267.884
0.352 338.146 93.7815 104.398 913.272 361.657 348.766 -308.144 520.066 267.613
0.353 339.059 94.1434 104.746 912.964 362.177 349.034 -308.403 519.773 267.341
0.354 339.972 94.5058 105.096 912.655 362.696 349.301 -308.661 519.48 267.069
0.355 340.885 94.8688 105.445 912.347 363.216 349.568 -308.918 519.186 266.797
0.356 341.797 95.2323 105.795 912.038 363.735 349.835 -309.174 518.89 266.525
0.357 342.709 95.5963 106.145 911.728 364.253 350.101 -309.429 518.594 266.253
0.358 343.62 95.9608 106.495 911.419 364.772 350.367 -309.683 518.296 265.98
0.359 344.531 96.3258 106.845 911.109 365.29 350.633 -309.936 517.997 265.708
0.36 345.442 96.6913 107.196 910.799 365.808 350.899 -310.187 517.697 265.435
0.361 346.353 97.0574 107.547 910.489 366.325 351.164 -310.438 517.396 265.162
0.362 347.263 97.424 107.899 910.178 366.843 351.429 -310.688 517.094 264.888
0.363 348.173 97.7911 108.25 909.867 367.36 351.694 -310.937 516.791 264.615
0.364 349.083 98.1587 108.602 909.556 367.876 351.958 -311.185 516.487 264.342
0.365 349.993 98.5269 108.954 909.245 368.393 352.222 -311.432 516.181 264.068
0.366 350.902 98.8955 109.306 908.933 368.909 352.486 -311.678 515.875 263.794
0.367 351.81 99.2647 109.659 908.622 369.424 352.75 -311.923 515.567 263.52
0.368 352.719 99.6344 110.012 908.309 369.94 353.013 -312.167 515.259 263.246
0.369 353.627 100.005 110.365 907.997 370.455 353.276 -312.409 514.949 262.971
0.37 354.535 100.375 110.718 907.685 370.97 353.539 -312.651 514.638 262.697
0.371 355.442 100.746 111.072 907.372 371.484 353.802 -312.892 514.327 262.422
0.372 356.35 101.118 111.426 907.059 371.998 354.064 -313.132 514.014 262.147
0.373 357.257 101.49 111.78 906.746 372.512 354.326 -313.371 513.7 261.872
0.374 358.163 101.863 112.135 906.432 373.026 354.588 -313.609 513.385 261.597
0.375 359.069 102.237 112.489 906.118 373.539 354.849 -313.845 513.069 261.321
0.376 359.975 102.61 112.844 905.804 374.052 355.111 -314.081 512.752 261.046
0.377 360.881 102.985 113.2 905.49 374.564 355.371 -314.316 512.434 260.77
0.378 361.786 103.359 113.555 905.176 375.077 355.632 -314.549 512.115 260.494
0.379 362.691 103.735 113.911 904.861 375.589 355.892 -314.782 511.794 260.218
0.38 363.596 104.111 114.267 904.546 376.1 356.153 -315.014 511.473 259.942
0.381 364.5 104.487 114.623 904.231 376.612 356.412 -315.244 511.151 259.666
0.382 365.405 104.864 114.98 903.916 377.123 356.672 -315.474 510.828 259.39
0.383 366.308 105.241 115.337 903.6 377.633 356.931 -315.702 510.503 259.113
0.384 367.212 105.619 115.694 903.284 378.144 357.19 -315.93 510.178 258.836
0.385 368.115 105.998 116.051 902.968 378.654 357.449 -316.156 509.852 258.56
0.386 369.018 106.376 116.408 902.652 379.163 357.707 -316.382 509.525 258.283
0.387 369.92 106.756 116.766 902.336 379.673 357.965 -316.606 509.196 258.006
0.388 370.822 107.136 117.124 902.019 380.182 358.223 -316.829 508.867 257.728
0.389 371.724 107.516 117.483 901.702 380.69 358.481 -317.052 508.536 257.451
0.39 372.626 107.897 117.841 901.385 381.199 358.738 -317.273 508.205 257.173
0.391 373.527 108.279 118.2 901.067 381.707 358.995 -317.493 507.873 256.896
0.392 374.428 108.661 118.559 900.75 382.215 359.252 -317.712 507.539 256.618
0.393 375.328 109.043 118.919 900.432 382.722 359.508 -317.931 507.205 256.34
0.394 376.229 109.426 119.278 900.114 383.229 359.765 -318.148 506.87 256.062
0.395 377.129 109.809 119.638 899.796 383.736 360.021 -318.364 506.533 255.784
0.396 378.028 110.193 119.998 899.477 384.242 360.276 -318.579 506.196 255.506
0.397 378.928 110.578 120.359 899.158 384.748 360.532 -318.793 505.858 255.227
0.398 379.827 110.963 120.719 898.84 385.254 360.787 -319.006 505.518 254.949
0.399 380.725 111.348 121.08 898.52 385.759 361.041 -319.218 505.178 254.67
0.4 381.624 111.735 121.442 898.201 386.264 361.296 -319.428 504.837 254.391
0.401 382.522 112.121 121.803 897.882 386.769 361.55 -319.638 504.495 254.112
0.402 383.419 112.508 122.165 897.562 387.273 361.804 -319.847 504.152 253.833
0.403 384.317 112.896 122.527 897.242 387.777 362.058 -320.055 503.808 253.554
0.404 385.214 113.284 122.889 896.922 388.281 362.311 -320.261 503.463 253.275
0.405 386.111 113.672 123.251 896.601 388.784 362.564 -320.467 503.117 252.996
0.406 387.007 114.061 123.614 896.281 389.287 362.817 -320.671 502.77 252.716
0.407 387.903 114.451 123.977 895.96 389.79 363.07 -320.875 502.422 252.437
0.408 388.799 114.841 124.34 895.639 390.292 363.322 -321.077 502.073 252.157
0.409 389.695 115.231 124.703 895.318 390.794 363.574 -321.278 501.723 251.877
0.41 390.59 115.622 125.067 894.997 391.295 363.826 -321.479 501.372 251.598
0.411 391.485 116.014 125.431 894.675 391.796 364.077 -321.678 501.021 251.318
0.412 392.379 116.406 125.795 894.353 392.297 364.329 -321.876 500.668 251.038
0.413 393.273 116.798 126.16 894.031 392.798 364.579 -322.073 500.315 250.757
0.414 394.167 117.192 126.525 893.709 393.298 364.83 -322.269 499.96 250.477
0.415 395.061 117.585 126.889 893.387 393.798 365.08 -322.464 499.605 250.197
0.416 395.954 117.979 127.255 893.064 394.297 365.33 -322.658 499.249 249.916
0.417 396.847 118.374 127.62 892.741 394.796 365.58 -322.851 498.892 249.636
0.418 397.739 118.769 127.986 892.418 395.295 365.83 -323.043 498.533 249.355
0.419 398.632 119.164 128.352 892.095 395.793 366.079 -323.233 498.174 249.075
0.42 399.524 119.56 128.718 891.772 396.291 366.328 -323.423 497.815 248.794
0.421 400.415 119.957 129.084 891.448 396.789 366.577 -323.612 497.454 248.513
0.422 401.306 120.354 129.451 891.125 397.286 366.825 -323.799 497.092 248.232
0.423 402.197 120.751 129.818 890.801 397.783 367.073 -323.986 496.73 247.951
0.424 403.088 121.149 130.185 890.477 398.28 367.321 -324.171 496.366 247.67
0.425 403.978 121.548 130.553 890.152 398.776 367.568 -324.355 496.002 247.388
0.426 404.868 121.947 130.92 889.828 399.272 367.816 -324.539 495.637 247.107
0.427 405.758 122.347 131.288 889.503 399.767 368.063 -324.721 495.271 246.826
0.428 406.647 122.747 131.657 889.179 400.262 368.309 -324.902 494.904 246.544
0.429 407.536 123.147 132.025 888.854 400.757 368.556 -325.082 494.536 246.263
0.43 408.425 123.548 132.394 888.528 401.251 368.802 -325.261 494.167 245.981
0.431 409.313 123.95 132.763 888.203 401.745 369.048 -325.439 493.797 245.7
0.432 410.201 124.352 133.132 887.878 402.239 369.293 -325.615 493.427 245.418
0.433 411.089 124.754 133.501 887.552 402.732 369.538 -325.791 493.056 245.136
0.434 411.977 125.157 133.871 887.226 403.225 369.783 -325.966 492.684 244.854
0.435 412.864 125.56 134.241 886.9 403.717 370.028 -326.139 492.311 244.572
0.436 413.75 125.964 134.611 886.574 404.21 370.273 -326.312 491.937 244.29
0.437 414.637 126.369 134.981 886.247 404.701 370.517 -326.483 491.562 244.008
0.438 415.523 126.774 135.352 885.921 405.193 370.761 -326.654 491.187 243.726
0.439 416.409 127.179 135.723 885.594 405.684 371.004 -326.823 490.81 243.444
0.44 417.294 127.585 136.094 885.267 406.174 371.247 -326.991 490.433 243.161
0.441 418.179 127.992 136.465 884.94 406.665 371.49 -327.158 490.055 242.879
0.442 419.064 128.399 136.837 884.613 407.154 371.733 -327.324 489.676 242.597
0.443 419.948 128.806 137.209 884.285 407.644 371.976 -327.489 489.297 242.314
0.444 420.833 129.214 137.581 883.958 408.133 372.218 -327.653 488.916 242.032
0.445 421.716 129.622 137.953 883.63 408.622 372.46 -327.816 488.535 241.749
0.446 422.6 130.031 138.326 883.302 409.11 372.701 -327.978 488.153 241.467
0.447 423.483 130.44 138.699 882.974 409.598 372.943 -328.138 487.77 241.184
0.448 424.366 130.85 139.072 882.646 410.086 373.184 -328.298 487.386 240.901
0.449 425.248 131.261 139.445 882.317 410.573 373.424 -328.456 487.002 240.619
0.45 426.13 131.671 139.819 881.989 411.06 373.665 -328.614 486.616 240.336
0.451 427.012 132.083 140.192 881.66 411.546 373.905 -328.77 486.23 240.053
0.452 427.894 132.494 140.566 881.331 412.032 374.145 -328.925 485.844 239.77
0.453 428.775 132.907 140.941 881.002 412.518 374.385 -329.079 485.456 239.487
0.454 429.656 133.32 141.315 880.673 413.003 374.624 -329.232 485.067 239.205
0.455 430.536 133.733 141.69 880.344 413.488 374.863 -329.384 484.678 238.922
0.456 431.416 134.146 142.065 880.014 413.972 375.102 -329.535 484.288 238.639
0.457 432.296 134.561 142.44 879.685 414.456 375.34 -329.685 483.897 238.356
0.458 433.176 134.975 142.815 879.355 414.94 375.579 -329.834 483.506 238.073
0.459 434.055 135.391 143.191 879.025 415.423 375.817 -329.981 483.114 237.789
0.46 434.934 135.806 143.567 878.695 415.906 376.054 -330.128 482.721 237.506
0.461 435.812 136.222 143.943 878.365 416.389 376.292 -330.273 482.327 237.223
0.462 436.691 136.639 144.32 878.035 416.871 376.529 -330.418 481.932 236.94
0.463 437.568 137.056 144.696 877.704 417.353 376.765 -330.561 481.537 236.657
0.464 438.446 137.474 145.073 877.373 417.834 377.002 -330.703 481.141 236.374
0.465 439.323 137.892 145.45 877.043 418.315 377.238 -330.844 480.744 236.09
0.466 440.2 138.31 145.828 876.712 418.796 377.474 -330.985 480.346 235.807
0.467 441.077 138.729 146.205 876.381 419.276 377.71 -331.124 479.948 235.524
0.468 441.953 139.149 146.583 876.05 419.755 377.945 -331.261 479.549 235.24
0.469 442.829 139.569 146.961 875.718 420.235 378.18 -331.398 479.149 234.957
0.47 443.704 139.989 147.34 875.387 420.714 378.415 -331.534 478.749 234.674
0.471 444.579 140.41 147.718 875.055 421.192 378.65 -331.669 478.348 234.39
0.472 445.454 140.832 148.097 874.723 421.67 378.884 -331.802 477.946 234.107
0.473 446.329 141.254 148.476 874.392 422.148 379.118 -331.935 477.543 233.824
0.474 447.203 141.676 148.855 874.06 422.626 379.351 -332.066 477.14 233.54
0.475 448.077 142.099 149.235 873.727 423.102 379.585 -332.196 476.736 233.257
0.476 448.951 142.522 149.614 873.395 423.579 379.818 -332.325 476.331 232.974
0.477 449.824 142.946 149.994 873.063 424.055 380.051 -332.454 475.926 232.69
0.478 450.697 143.37 150.374 872.73 424.531 380.283 -332.581 475.52 232.407
0.479 451.569 143.795 150.755 872.398 425.006 380.516 -332.707 475.113 232.123
0.48 452.441 144.22 151.135 872.065 425.481 380.748 -332.831 474.705 231.84
0.481 453.313 144.646 151.516 871.732 425.956 380.979 -332.955 474.297 231.556
0.482 454.185 145.072 151.897 871.399 426.43 381.211 -333.078 473.888 231.273
0.483 455.056 145.499 152.279 871.066 426.903 381.442 -333.2 473.479 230.99
0.484 455.927 145.926 152.66 870.733 427.377 381.673 -333.32 473.068 230.706
0.485 456.798 146.354 153.042 870.399 427.85 381.903 -333.44 472.657 230.423
0.486 457.668 146.782 153.424 870.066 428.322 382.134 -333.558 472.246 230.139
0.487 458.538 147.21 153.806 869.732 428.794 382.364 -333.675 471.834 229.856
0.488 459.407 147.639 154.189 869.398 429.266 382.593 -333.791 471.421 229.573
0.489 460.277 148.069 154.571 869.064 429.737 382.823 -333.907 471.007 229.289
0.49 461.145 148.499 154.954 868.73 430.208 383.052 -334.021 470.593 229.006
0.491 462.014 148.929 155.338 868.396 430.678 383.281 -334.134 470.178 228.723
0.492 462.882 149.36 155.721 868.062 431.148 383.509 -334.245 469.763 228.439
0.493 463.75 149.792 156.105 867.728 431.618 383.738 -334.356 469.347 228.156
0.494 464.618 150.223 156.488 867.393 432.087 383.966 -334.466 468.93 227.873
0.495 465.485 150.656 156.872 867.059 432.555 384.193 -334.575 468.512 227.589
0.496 466.352 151.089 157.257 866.724 433.024 384.421 -334.682 468.094 227.306
0.497 467.218 151.522 157.641 866.39 433.492 384.648 -334.789 467.676 227.023
0.498 468.085 151.956 158.026 866.055 433.959 384.875 -334.894 467.256 226.74
0.499 468.95 152.39 158.411 865.72 434.426 385.101 -334.998 466.836 226.457
0.5 469.816 152.824 158.796 865.385 434.893 385.328 -335.102 466.416 226.173
0.501 470.681 153.26 159.182 865.05 435.359 385.554 -335.204 465.995 225.89
0.502 471.546 153.695 159.567 864.714 435.825 385.78 -335.305 465.573 225.607
0.503 472.411 154.131 159.953 864.379 436.29 386.005 -335.405 465.151 225.324
0.504 473.275 154.568 160.339 864.044 436.755 386.23 -335.504 464.728 225.041
0.505 474.139 155.005 160.726 863.708 437.22 386.455 -335.602 464.304 224.758
0.506 475.002 155.442 161.112 863.372 437.684 386.68 -335.698 463.88 224.475
0.507 475.866 155.88 161.499 863.037 438.147 386.904 -335.794 463.455 224.192
0.508 476.728 156.318 161.886 862.701 438.611 387.128 -335.889 463.03 223.909
0.509 477.591 156.757 162.273 862.365 439.073 387.352 -335.982 462.604 223.626
0.51 478.453 157.197 162.661 862.029 439.536 387.575 -336.075 462.178 223.344
0.511 479.315 157.636 163.049 861.693 439.998 387.799 -336.166 461.751 223.061
0.512 480.177 158.077 163.436 861.356 440.459 388.021 -336.256 461.323 222.778
0.513 481.038 158.517 163.825 861.02 440.92 388.244 -336.346 460.895 222.495
0.514 481.899 158.958 164.213 860.684 441.381 388.466 -336.434 460.466 222.213
0.515 482.759 159.4 164.601 860.347 441.841 388.689 -336.521 460.037 221.93
0.516 483.619 159.842 164.99 860.011 442.301 388.91 -336.607 459.607 221.647
0.517 484.479 160.285 165.379 859.674 442.761 389.132 -336.692 459.176 221.365
0.518 485.339 160.728 165.769 859.337 443.219 389.353 -336.776 458.745 221.082
0.519 486.198 161.171 166.158 859.001 443.678 389.574 -336.858 458.314 220.8
0.52 487.057 161.615 166.548 858.664 444.136 389.795 -336.94 457.882 220.518
0.521 487.915 162.059 166.938 858.327 444.594 390.015 -337.021 457.449 220.235
0.522 488.773 162.504 167.328 857.99 445.051 390.235 -337.101 457.016 219.953
0.523 489.631 162.949 167.718 857.652 445.508 390.455 -337.179 456.582 219.671
0.524 490.489 163.395 168.109 857.315 445.964 390.674 -337.257 456.148 219.389
0.525 491.346 163.841 168.499 856.978 446.42 390.894 -337.333 455.713 219.107
0.526 492.202 164.288 168.89 856.641 446.876 391.113 -337.408 455.278 218.825
0.527 493.059 164.735 169.282 856.303 447.331 391.331 -337.482 454.842 218.543
0.528 493.915 165.183 169.673 855.966 447.785 391.55 -337.556 454.406 218.261
0.529 494.771 165.631 170.065 855.628 448.239 391.768 -337.628 453.969 217.979
0.53 495.626 166.079 170.457 855.29 448.693 391.986 -337.699 453.531 217.697
0.531 496.481 166.528 170.849 854.953 449.147 392.203 -337.769 453.094 217.415
0.532 497.336 166.977 171.241 854.615 449.599 392.421 -337.838 452.655 217.134
0.533 498.191 167.427 171.634 854.277 450.052 392.638 -337.906 452.216 216.852
0.534 499.045 167.878 172.026 853.939 450.504 392.854 -337.973 451.777 216.571
0.535 499.899 168.328 172.419 853.601 450.955 393.071 -338.038 451.337 216.289
0.536 500.752 168.779 172.812 853.263 451.407 393.287 -338.103 450.897 216.008
0.537 501.605 169.231 173.206 852.925 451.857 393.503 -338.167 450.456 215.727
0.538 502.458 169.683 173.599 852.587 452.307 393.718 -338.229 450.015 215.445
0.539 503.31 170.136 173.993 852.248 452.757 393.934 -338.291 449.573 215.164
0.54 504.162 170.589 174.387 851.91 453.207 394.149 -338.351 449.131 214.883
0.541 505.014 171.042 174.782 851.572 453.655 394.363 -338.411 448.688 214.602
0.542 505.866 171.496 175.176 851.233 454.104 394.578 -338.469 448.245 214.321
0.543 506.717 171.95 175.571 850.895 454.552 394.792 -338.526 447.801 214.04
0.544 507.567 172.405 175.966 850.556 455 395.006 -338.583 447.357 213.76
0.545 508.418 172.86 176.361 850.218 455.447 395.22 -338.638 446.913 213.479
0.546 509.268 173.316 176.756 849.879 455.893 395.433 -338.692 446.468 213.198
0.547 510.117 173.772 177.152 849.54 456.34 395.646 -338.745 446.022 212.918
0.548 510.967 174.229 177.547 849.201 456.785 395.859 -338.797 445.576 212.637
0.549 511.816 174.686 177.943 848.863 457.231 396.071 -338.848 445.13 212.357
0.55 512.665 175.143 178.339 848.524 457.676 396.283 -338.898 444.683 212.077
0.551 513.513 175.601 178.736 848.185 458.12 396.495 -338.947 444.236 211.797
0.552 514.361 176.059 179.132 847.846 458.564 396.707 -338.995 443.788 211.517
0.553 515.209 176.518 179.529 847.507 459.008 396.918 -339.042 443.34 211.237
0.554 516.056 176.977 179.926 847.168 459.451 397.129 -339.088 442.892 210.957
0.555 516.903 177.437 180.324 846.829 459.893 397.34 -339.133 442.443 210.677
0.556 517.75 177.897 180.721 846.489 460.336 397.551 -339.176 441.994 210.397
0.557 518.596 178.358 181.119 846.15 460.777 397.761 -339.219 441.544 210.118
0.558 519.442 178.819 181.517 845.811 461.219 397.971 -339.261 441.094 209.838
0.559 520.288 179.28 181.915 845.472 461.66 398.181 -339.301 440.643 209.559
0.56 521.133 179.742 182.313 845.132 462.1 398.39 -339.341 440.192 209.28
0.561 521.978 180.204 182.711 844.793 462.54 398.599 -339.379 439.741 209.001
0.562 522.822 180.667 183.11 844.454 462.98 398.808 -339.417 439.289 208.721
0.563 523.667 181.13 183.509 844.114 463.419 399.017 -339.453 438.837 208.442
0.564 524.511 181.594 183.908 843.775 463.857 399.225 -339.489 438.384 208.164
0.565 525.354 182.058 184.307 843.435 464.295 399.433 -339.523 437.931 207.885
0.566 526.198 182.523 184.707 843.096 464.733 399.641 -339.556 437.478 207.606
0.567 527.04 182.988 185.107 842.756 465.17 399.848 -339.589 437.024 207.328
0.568 527.883 183.453 185.507 842.417 465.607 400.055 -339.62 436.57 207.049
0.569 528.725 183.919 185.907 842.077 466.044 400.262 -339.65 436.116 206.771
