TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A tgtE tgtN tgtU
15.387 4570.54 8204.27 12168.5 251.054 979.754 252.098 -19.6794 33.8452 -111.938 5000 10000 12500
15.388 4570.79 8205.25 12168.8 251.034 979.788 251.986 -19.6719 33.8141 -111.88 5000 10000 12500
15.389 4571.04 8206.23 12169 251.015 979.822 251.874 -19.6644 33.783 -111.823 5000 10000 12500
15.39 4571.29 8207.21 12169.3 250.995 979.856 251.762 -19.6569 33.7519 -111.765 5000 10000 12500
15.391 4571.54 8208.19 12169.5 250.975 979.889 251.651 -19.6494 33.7208 -111.707 5000 10000 12500
15.392 4571.8 8209.17 12169.8 250.956 979.923 251.539 -19.6419 33.6898 -111.649 5000 10000 12500
15.393 4572.05 8210.15 12170 250.936 979.957 251.427 -19.6344 33.6587 -111.591 5000 10000 12500
15.394 4572.3 8211.13 12170.3 250.916 979.99 251.316 -19.6269 33.6277 -111.533 5000 10000 12500
15.395 4572.55 8212.11 12170.5 250.897 980.024 251.204 -19.6194 33.5967 -111.476 5000 10000 12500
15.396 4572.8 8213.09 12170.8 250.877 980.058 251.093 -19.6118 33.5658 -111.418 5000 10000 12500
15.397 4573.05 8214.07 12171 250.857 980.091 250.982 -19.6043 33.5348 -111.36 5000 10000 12500
15.398 4573.3 8215.05 12171.3 250.838 980.125 250.87 -19.5967 33.5039 -111.302 5000 10000 12500
15.399 4573.55 8216.03 12171.5 250.818 980.158 250.759 -19.5892 33.473 -111.244 5000 10000 12500
15.4 4573.8 8217.01 12171.8 250.799 980.192 250.648 -19.5816 33.4421 -111.186 5000 10000 12500
15.401 4574.05 8217.99 12172 250.779 980.225 250.537 -19.5741 33.4112 -111.128 5000 10000 12500
15.402 4574.3 8218.97 12172.3 250.76 980.259 250.425 -19.5665 33.3803 -111.07 5000 10000 12500
15.403 4574.55 8219.95 12172.5 250.74 980.292 250.314 -19.5589 33.3495 -111.013 5000 10000 12500
15.404 4574.81 8220.93 12172.8 250.72 980.325 250.203 -19.5513 33.3187 -110.955 5000 10000 12500
15.405 4575.06 8221.91 12173 250.701 980.359 250.092 -19.5438 33.2879 -110.897 5000 10000 12500
15.406 4575.31 8222.89 12173.3 250.681 980.392 249.982 -19.5362 33.2571 -110.839 5000 10000 12500
15.407 4575.56 8223.87 12173.5 250.662 980.425 249.871 -19.5286 33.2263 -110.781 5000 10000 12500
15.408 4575.81 8224.85 12173.8 250.642 980.458 249.76 -19.521 33.1956 -110.723 5000 10000 12500
15.409 4576.06 8225.83 12174 250.623 980.491 249.649 -19.5133 33.1649 -110.665 5000 10000 12500
15.41 4576.31 8226.81 12174.3 250.603 980.525 249.539 -19.5057 33.1342 -110.607 5000 10000 12500
15.411 4576.56 8227.8 12174.5 250.584 980.558 249.428 -19.4981 33.1035 -110.549 5000 10000 12500
15.412 4576.81 8228.78 12174.8 250.564 980.591 249.318 -19.4905 33.0728 -110.491 5000 10000 12500
15.413 4577.06 8229.76 12175 250.545 980.624 249.207 -19.4828 33.0422 -110.433 5000 10000 12500
15.414 4577.31 8230.74 12175.3 250.525 980.657 249.097 -19.4752 33.0116 -110.375 5000 10000 12500
15.415 4577.56 8231.72 12175.5 250.506 980.69 248.986 -19.4675 32.981 -110.317 5000 10000 12500
15.416 4577.81 8232.7 12175.8 250.486 980.723 248.876 -19.4599 32.9504 -110.259 5000 10000 12500
15.417 4578.06 8233.68 12176 250.467 980.756 248.766 -19.4522 32.9198 -110.201 5000 10000 12500
15.418 4578.31 8234.66 12176.3 250.447 980.789 248.656 -19.4446 32.8892 -110.142 5000 10000 12500
15.419 4578.56 8235.64 12176.5 250.428 980.822 248.546 -19.4369 32.8587 -110.084 5000 10000 12500
15.42 4578.81 8236.62 12176.8 250.409 980.854 248.436 -19.4292 32.8282 -110.026 5000 10000 12500
15.421 4579.06 8237.6 12177 250.389 980.887 248.326 -19.4215 32.7977 -109.968 5000 10000 12500
15.422 4579.32 8238.58 12177.3 250.37 980.92 248.216 -19.4138 32.7672 -109.91 5000 10000 12500
15.423 4579.57 8239.56 12177.5 250.35 980.953 248.106 -19.4062 32.7368 -109.852 5000 10000 12500
15.424 4579.82 8240.55 12177.8 250.331 980.985 247.996 -19.3985 32.7064 -109.794 5000 10000 12500
15.425 4580.07 8241.53 12178 250.312 981.018 247.886 -19.3907 32.6759 -109.736 5000 10000 12500
15.426 4580.32 8242.51 12178.2 250.292 981.051 247.776 -19.383 32.6456 -109.678 5000 10000 12500
15.427 4580.57 8243.49 12178.5 250.273 981.083 247.667 -19.3753 32.6152 -109.619 5000 10000 12500
15.428 4580.82 8244.47 12178.7 250.253 981.116 247.557 -19.3676 32.5848 -109.561 5000 10000 12500
15.429 4581.07 8245.45 12179 250.234 981.149 247.448 -19.3599 32.5545 -109.503 5000 10000 12500
15.43 4581.32 8246.43 12179.2 250.215 981.181 247.338 -19.3521 32.5242 -109.445 5000 10000 12500
15.431 4581.57 8247.41 12179.5 250.195 981.214 247.229 -19.3444 32.4939 -109.387 5000 10000 12500
15.432 4581.82 8248.39 12179.7 250.176 981.246 247.119 -19.3366 32.4636 -109.329 5000 10000 12500
15.433 4582.07 8249.38 12180 250.157 981.279 247.01 -19.3289 32.4333 -109.27 5000 10000 12500
15.434 4582.32 8250.36 12180.2 250.137 981.311 246.901 -19.3211 32.4031 -109.212 5000 10000 12500
15.435 4582.57 8251.34 12180.5 250.118 981.343 246.792 -19.3133 32.3728 -109.154 5000 10000 12500
15.436 4582.82 8252.32 12180.7 250.099 981.376 246.683 -19.3056 32.3426 -109.096 5000 10000 12500
15.437 4583.07 8253.3 12181 250.079 981.408 246.574 -19.2978 32.3125 -109.037 5000 10000 12500
15.438 4583.32 8254.28 12181.2 250.06 981.44 246.465 -19.29 32.2823 -108.979 5000 10000 12500
15.439 4583.57 8255.26 12181.5 250.041 981.473 246.356 -19.2822 32.2521 -108.921 5000 10000 12500
15.44 4583.82 8256.25 12181.7 250.022 981.505 246.247 -19.2744 32.222 -108.863 5000 10000 12500
15.441 4584.07 8257.23 12182 250.002 981.537 246.138 -19.2666 32.1919 -108.804 5000 10000 12500
15.442 4584.32 8258.21 12182.2 249.983 981.569 246.029 -19.2588 32.1618 -108.746 5000 10000 12500
15.443 4584.57 8259.19 12182.4 249.964 981.601 245.92 -19.251 32.1317 -108.688 5000 10000 12500
15.444 4584.82 8260.17 12182.7 249.945 981.634 245.812 -19.2432 32.1017 -108.629 5000 10000 12500
15.445 4585.07 8261.15 12182.9 249.925 981.666 245.703 -19.2353 32.0717 -108.571 5000 10000 12500
15.446 4585.32 8262.14 12183.2 249.906 981.698 245.595 -19.2275 32.0416 -108.513 5000 10000 12500
15.447 4585.57 8263.12 12183.4 249.887 981.73 245.486 -19.2197 32.0116 -108.454 5000 10000 12500
15.448 4585.82 8264.1 12183.7 249.868 981.762 245.378 -19.2118 31.9817 -108.396 5000 10000 12500
15.449 4586.07 8265.08 12183.9 249.848 981.794 245.269 -19.204 31.9517 -108.338 5000 10000 12500
15.45 4586.32 8266.06 12184.2 249.829 981.826 245.161 -19.1961 31.9218 -108.279 5000 10000 12500
15.451 4586.57 8267.04 12184.4 249.81 981.857 245.053 -19.1883 31.8918 -108.221 5000 10000 12500
15.452 4586.82 8268.03 12184.7 249.791 981.889 244.945 -19.1804 31.8619 -108.163 5000 10000 12500
15.453 4587.07 8269.01 12184.9 249.772 981.921 244.836 -19.1725 31.8321 -108.104 5000 10000 12500
15.454 4587.32 8269.99 12185.1 249.752 981.953 244.728 -19.1646 31.8022 -108.046 5000 10000 12500
15.455 4587.57 8270.97 12185.4 249.733 981.985 244.62 -19.1568 31.7724 -107.987 5000 10000 12500
15.456 4587.82 8271.95 12185.6 249.714 982.017 244.512 -19.1489 31.7425 -107.929 5000 10000 12500
15.457 4588.07 8272.94 12185.9 249.695 982.048 244.404 -19.141 31.7127 -107.87 5000 10000 12500
15.458 4588.32 8273.92 12186.1 249.676 982.08 244.297 -19.1331 31.6829 -107.812 5000 10000 12500
15.459 4588.57 8274.9 12186.4 249.657 982.112 244.189 -19.1252 31.6532 -107.754 5000 10000 12500
15.46 4588.82 8275.88 12186.6 249.638 982.143 244.081 -19.1173 31.6234 -107.695 5000 10000 12500
15.461 4589.06 8276.86 12186.9 249.619 982.175 243.973 -19.1093 31.5937 -107.637 5000 10000 12500
15.462 4589.31 8277.85 12187.1 249.599 982.206 243.866 -19.1014 31.564 -107.578 5000 10000 12500
15.463 4589.56 8278.83 12187.3 249.58 982.238 243.758 -19.0935 31.5343 -107.52 5000 10000 12500
15.464 4589.81 8279.81 12187.6 249.561 982.27 243.651 -19.0855 31.5046 -107.461 5000 10000 12500
15.465 4590.06 8280.79 12187.8 249.542 982.301 243.543 -19.0776 31.4749 -107.403 5000 10000 12500
15.466 4590.31 8281.78 12188.1 249.523 982.333 243.436 -19.0697 31.4453 -107.344 5000 10000 12500
15.467 4590.56 8282.76 12188.3 249.504 982.364 243.329 -19.0617 31.4157 -107.286 5000 10000 12500
15.468 4590.81 8283.74 12188.6 249.485 982.395 243.221 -19.0537 31.3861 -107.227 5000 10000 12500
15.469 4591.06 8284.72 12188.8 249.466 982.427 243.114 -19.0458 31.3565 -107.169 5000 10000 12500
15.47 4591.31 8285.7 12189 249.447 982.458 243.007 -19.0378 31.3269 -107.11 5000 10000 12500
15.471 4591.56 8286.69 12189.3 249.428 982.489 242.9 -19.0298 31.2974 -107.051 5000 10000 12500
15.472 4591.81 8287.67 12189.5 249.409 982.521 242.793 -19.0218 31.2679 -106.993 5000 10000 12500
15.473 4592.06 8288.65 12189.8 249.39 982.552 242.686 -19.0139 31.2384 -106.934 5000 10000 12500
15.474 4592.31 8289.64 12190 249.371 982.583 242.579 -19.0059 31.2089 -106.876 5000 10000 12500
15.475 4592.56 8290.62 12190.3 249.352 982.614 242.472 -18.9979 31.1794 -106.817 5000 10000 12500
15.476 4592.81 8291.6 12190.5 249.333 982.645 242.365 -18.9898 31.15 -106.759 5000 10000 12500
15.477 4593.06 8292.58 12190.7 249.314 982.677 242.259 -18.9818 31.1205 -106.7 5000 10000 12500
15.478 4593.31 8293.57 12191 249.295 982.708 242.152 -18.9738 31.0911 -106.641 5000 10000 12500
15.479 4593.55 8294.55 12191.2 249.276 982.739 242.045 -18.9658 31.0617 -106.583 5000 10000 12500
15.48 4593.8 8295.53 12191.5 249.257 982.77 241.939 -18.9578 31.0324 -106.524 5000 10000 12500
15.481 4594.05 8296.51 12191.7 249.238 982.801 241.832 -18.9497 31.003 -106.465 5000 10000 12500
15.482 4594.3 8297.5 12192 249.219 982.832 241.726 -18.9417 30.9737 -106.407 5000 10000 12500
15.483 4594.55 8298.48 12192.2 249.2 982.863 241.62 -18.9336 30.9443 -106.348 5000 10000 12500
15.484 4594.8 8299.46 12192.4 249.181 982.894 241.513 -18.9256 30.915 -106.289 5000 10000 12500
15.485 4595.05 8300.45 12192.7 249.162 982.925 241.407 -18.9175 30.8858 -106.231 5000 10000 12500
15.486 4595.3 8301.43 12192.9 249.143 982.956 241.301 -18.9095 30.8565 -106.172 5000 10000 12500
15.487 4595.55 8302.41 12193.2 249.124 982.986 241.195 -18.9014 30.8272 -106.113 5000 10000 12500
15.488 4595.8 8303.39 12193.4 249.105 983.017 241.089 -18.8933 30.798 -106.055 5000 10000 12500
15.489 4596.05 8304.38 12193.6 249.087 983.048 240.983 -18.8852 30.7688 -105.996 5000 10000 12500
15.49 4596.3 8305.36 12193.9 249.068 983.079 240.877 -18.8772 30.7396 -105.937 5000 10000 12500
15.491 4596.54 8306.34 12194.1 249.049 983.109 240.771 -18.8691 30.7105 -105.878 5000 10000 12500
15.492 4596.79 8307.33 12194.4 249.03 983.14 240.665 -18.861 30.6813 -105.82 5000 10000 12500
15.493 4597.04 8308.31 12194.6 249.011 983.171 240.559 -18.8529 30.6522 -105.761 5000 10000 12500
15.494 4597.29 8309.29 12194.8 248.992 983.201 240.453 -18.8448 30.6231 -105.702 5000 10000 12500
15.495 4597.54 8310.28 12195.1 248.973 983.232 240.348 -18.8366 30.594 -105.643 5000 10000 12500
15.496 4597.79 8311.26 12195.3 248.955 983.263 240.242 -18.8285 30.5649 -105.585 5000 10000 12500
15.497 4598.04 8312.24 12195.6 248.936 983.293 240.136 -18.8204 30.5358 -105.526 5000 10000 12500
15.498 4598.29 8313.23 12195.8 248.917 983.324 240.031 -18.8123 30.5068 -105.467 5000 10000 12500
15.499 4598.54 8314.21 12196 248.898 983.354 239.926 -18.8041 30.4778 -105.408 5000 10000 12500
15.5 4598.79 8315.19 12196.3 248.879 983.385 239.82 -18.796 30.4488 -105.349 5000 10000 12500
15.501 4599.03 8316.18 12196.5 248.861 983.415 239.715 -18.7878 30.4198 -105.291 5000 10000 12500
15.502 4599.28 8317.16 12196.8 248.842 983.445 239.61 -18.7797 30.3908 -105.232 5000 10000 12500
15.503 4599.53 8318.14 12197 248.823 983.476 239.504 -18.7715 30.3619 -105.173 5000 10000 12500
15.504 4599.78 8319.13 12197.2 248.804 983.506 239.399 -18.7634 30.3329 -105.114 5000 10000 12500
15.505 4600.03 8320.11 12197.5 248.785 983.537 239.294 -18.7552 30.304 -105.055 5000 10000 12500
15.506 4600.28 8321.09 12197.7 248.767 983.567 239.189 -18.747 30.2751 -104.996 5000 10000 12500
15.507 4600.53 8322.08 12198 248.748 983.597 239.084 -18.7388 30.2463 -104.938 5000 10000 12500
15.508 4600.78 8323.06 12198.2 248.729 983.627 238.979 -18.7306 30.2174 -104.879 5000 10000 12500
15.509 4601.02 8324.04 12198.4 248.711 983.658 238.874 -18.7224 30.1886 -104.82 5000 10000 12500
15.51 4601.27 8325.03 12198.7 248.692 983.688 238.77 -18.7142 30.1598 -104.761 5000 10000 12500
15.511 4601.52 8326.01 12198.9 248.673 983.718 238.665 -18.706 30.131 -104.702 5000 10000 12500
15.512 4601.77 8327 12199.2 248.654 983.748 238.56 -18.6978 30.1022 -104.643 5000 10000 12500
15.513 4602.02 8327.98 12199.4 248.636 983.778 238.456 -18.6896 30.0734 -104.584 5000 10000 12500
15.514 4602.27 8328.96 12199.6 248.617 983.808 238.351 -18.6814 30.0447 -104.525 5000 10000 12500
15.515 4602.52 8329.95 12199.9 248.598 983.838 238.247 -18.6732 30.0159 -104.466 5000 10000 12500
15.516 4602.77 8330.93 12200.1 248.58 983.868 238.142 -18.6649 29.9872 -104.407 5000 10000 12500
15.517 4603.01 8331.91 12200.4 248.561 983.898 238.038 -18.6567 29.9586 -104.348 5000 10000 12500
15.518 4603.26 8332.9 12200.6 248.542 983.928 237.933 -18.6485 29.9299 -104.289 5000 10000 12500
15.519 4603.51 8333.88 12200.8 248.524 983.958 237.829 -18.6402 29.9012 -104.23 5000 10000 12500
15.52 4603.76 8334.87 12201.1 248.505 983.988 237.725 -18.632 29.8726 -104.171 5000 10000 12500
15.521 4604.01 8335.85 12201.3 248.486 984.018 237.621 -18.6237 29.844 -104.112 5000 10000 12500
15.522 4604.26 8336.83 12201.5 248.468 984.048 237.517 -18.6154 29.8154 -104.053 5000 10000 12500
15.523 4604.5 8337.82 12201.8 248.449 984.077 237.413 -18.6072 29.7868 -103.994 5000 10000 12500
15.524 4604.75 8338.8 12202 248.431 984.107 237.309 -18.5989 29.7582 -103.935 5000 10000 12500
15.525 4605 8339.79 12202.3 248.412 984.137 237.205 -18.5906 29.7297 -103.876 5000 10000 12500
15.526 4605.25 8340.77 12202.5 248.393 984.167 237.101 -18.5823 29.7012 -103.817 5000 10000 12500
15.527 4605.5 8341.76 12202.7 248.375 984.196 236.997 -18.574 29.6727 -103.758 5000 10000 12500
15.528 4605.75 8342.74 12203 248.356 984.226 236.893 -18.5657 29.6442 -103.699 5000 10000 12500
15.529 4606 8343.72 12203.2 248.338 984.256 236.79 -18.5574 29.6157 -103.64 5000 10000 12500
15.53 4606.24 8344.71 12203.4 248.319 984.285 236.686 -18.5491 29.5873 -103.581 5000 10000 12500
15.531 4606.49 8345.69 12203.7 248.301 984.315 236.583 -18.5408 29.5588 -103.522 5000 10000 12500
15.532 4606.74 8346.68 12203.9 248.282 984.344 236.479 -18.5325 29.5304 -103.463 5000 10000 12500
15.533 4606.99 8347.66 12204.1 248.264 984.374 236.376 -18.5241 29.502 -103.404 5000 10000 12500
15.534 4607.24 8348.65 12204.4 248.245 984.403 236.272 -18.5158 29.4737 -103.345 5000 10000 12500
15.535 4607.48 8349.63 12204.6 248.227 984.433 236.169 -18.5075 29.4453 -103.286 5000 10000 12500
15.536 4607.73 8350.61 12204.9 248.208 984.462 236.066 -18.4991 29.417 -103.227 5000 10000 12500
15.537 4607.98 8351.6 12205.1 248.19 984.492 235.963 -18.4908 29.3886 -103.167 5000 10000 12500
15.538 4608.23 8352.58 12205.3 248.171 984.521 235.859 -18.4824 29.3603 -103.108 5000 10000 12500
15.539 4608.48 8353.57 12205.6 248.153 984.55 235.756 -18.4741 29.332 -103.049 5000 10000 12500
15.54 4608.73 8354.55 12205.8 248.134 984.58 235.653 -18.4657 29.3038 -102.99 5000 10000 12500
15.541 4608.97 8355.54 12206 248.116 984.609 235.55 -18.4573 29.2755 -102.931 5000 10000 12500
15.542 4609.22 8356.52 12206.3 248.097 984.638 235.447 -18.4489 29.2473 -102.872 5000 10000 12500
15.543 4609.47 8357.51 12206.5 248.079 984.667 235.345 -18.4406 29.2191 -102.813 5000 10000 12500
15.544 4609.72 8358.49 12206.7 248.06 984.697 235.242 -18.4322 29.1909 -102.753 5000 10000 12500
15.545 4609.97 8359.48 12207 248.042 984.726 235.139 -18.4238 29.1627 -102.694 5000 10000 12500
15.546 4610.21 8360.46 12207.2 248.023 984.755 235.036 -18.4154 29.1346 -102.635 5000 10000 12500
15.547 4610.46 8361.44 12207.4 248.005 984.784 234.934 -18.407 29.1064 -102.576 5000 10000 12500
15.548 4610.71 8362.43 12207.7 247.987 984.813 234.831 -18.3986 29.0783 -102.517 5000 10000 12500
15.549 4610.96 8363.41 12207.9 247.968 984.842 234.729 -18.3902 29.0502 -102.457 5000 10000 12500
15.55 4611.21 8364.4 12208.1 247.95 984.871 234.626 -18.3817 29.0221 -102.398 5000 10000 12500
15.551 4611.45 8365.38 12208.4 247.931 984.9 234.524 -18.3733 28.994 -102.339 5000 10000 12500
15.552 4611.7 8366.37 12208.6 247.913 984.929 234.422 -18.3649 28.966 -102.28 5000 10000 12500
15.553 4611.95 8367.35 12208.9 247.895 984.958 234.319 -18.3564 28.938 -102.22 5000 10000 12500
15.554 4612.2 8368.34 12209.1 247.876 984.987 234.217 -18.348 28.91 -102.161 5000 10000 12500
15.555 4612.45 8369.32 12209.3 247.858 985.016 234.115 -18.3395 28.882 -102.102 5000 10000 12500
15.556 4612.69 8370.31 12209.6 247.84 985.045 234.013 -18.3311 28.854 -102.043 5000 10000 12500
15.557 4612.94 8371.29 12209.8 247.821 985.074 233.911 -18.3226 28.826 -101.983 5000 10000 12500
15.558 4613.19 8372.28 12210 247.803 985.103 233.809 -18.3142 28.7981 -101.924 5000 10000 12500
15.559 4613.44 8373.26 12210.3 247.785 985.131 233.707 -18.3057 28.7702 -101.865 5000 10000 12500
15.56 4613.68 8374.25 12210.5 247.766 985.16 233.605 -18.2972 28.7423 -101.805 5000 10000 12500
15.561 4613.93 8375.23 12210.7 247.748 985.189 233.504 -18.2888 28.7144 -101.746 5000 10000 12500
15.562 4614.18 8376.22 12211 247.73 985.217 233.402 -18.2803 28.6865 -101.687 5000 10000 12500
15.563 4614.43 8377.21 12211.2 247.712 985.246 233.3 -18.2718 28.6587 -101.627 5000 10000 12500
15.564 4614.68 8378.19 12211.4 247.693 985.275 233.199 -18.2633 28.6308 -101.568 5000 10000 12500
15.565 4614.92 8379.18 12211.7 247.675 985.303 233.097 -18.2548 28.603 -101.509 5000 10000 12500
15.566 4615.17 8380.16 12211.9 247.657 985.332 232.996 -18.2463 28.5752 -101.449 5000 10000 12500
15.567 4615.42 8381.15 12212.1 247.639 985.361 232.894 -18.2378 28.5474 -101.39 5000 10000 12500
15.568 4615.67 8382.13 12212.4 247.62 985.389 232.793 -18.2292 28.5197 -101.331 5000 10000 12500
15.569 4615.91 8383.12 12212.6 247.602 985.418 232.692 -18.2207 28.4919 -101.271 5000 10000 12500
15.57 4616.16 8384.1 12212.8 247.584 985.446 232.59 -18.2122 28.4642 -101.212 5000 10000 12500
15.571 4616.41 8385.09 12213.1 247.566 985.475 232.489 -18.2037 28.4365 -101.152 5000 10000 12500
15.572 4616.66 8386.07 12213.3 247.547 985.503 232.388 -18.1951 28.4088 -101.093 5000 10000 12500
15.573 4616.9 8387.06 12213.5 247.529 985.531 232.287 -18.1866 28.3811 -101.034 5000 10000 12500
15.574 4617.15 8388.04 12213.8 247.511 985.56 232.186 -18.178 28.3535 -100.974 5000 10000 12500
15.575 4617.4 8389.03 12214 247.493 985.588 232.085 -18.1695 28.3259 -100.915 5000 10000 12500
15.576 4617.65 8390.02 12214.2 247.475 985.616 231.984 -18.1609 28.2982 -100.855 5000 10000 12500
15.577 4617.89 8391 12214.4 247.457 985.645 231.883 -18.1523 28.2706 -100.796 5000 10000 12500
15.578 4618.14 8391.99 12214.7 247.438 985.673 231.782 -18.1438 28.2431 -100.737 5000 10000 12500
15.579 4618.39 8392.97 12214.9 247.42 985.701 231.682 -18.1352 28.2155 -100.677 5000 10000 12500
15.58 4618.64 8393.96 12215.1 247.402 985.729 231.581 -18.1266 28.188 -100.618 5000 10000 12500
15.581 4618.88 8394.94 12215.4 247.384 985.758 231.481 -18.118 28.1604 -100.558 5000 10000 12500
15.582 4619.13 8395.93 12215.6 247.366 985.786 231.38 -18.1094 28.1329 -100.499 5000 10000 12500
15.583 4619.38 8396.92 12215.8 247.348 985.814 231.28 -18.1008 28.1054 -100.439 5000 10000 12500
15.584 4619.63 8397.9 12216.1 247.33 985.842 231.179 -18.0922 28.078 -100.38 5000 10000 12500
15.585 4619.87 8398.89 12216.3 247.312 985.87 231.079 -18.0836 28.0505 -100.32 5000 10000 12500
15.586 4620.12 8399.87 12216.5 247.294 985.898 230.978 -18.075 28.0231 -100.261 5000 10000 12500
15.587 4620.37 8400.86 12216.8 247.276 985.926 230.878 -18.0664 27.9957 -100.201 5000 10000 12500
15.588 4620.62 8401.85 12217 247.257 985.954 230.778 -18.0578 27.9683 -100.142 5000 10000 12500
15.589 4620.86 8402.83 12217.2 247.239 985.982 230.678 -18.0491 27.9409 -100.082 5000 10000 12500
15.59 4621.11 8403.82 12217.5 247.221 986.01 230.578 -18.0405 27.9135 -100.023 5000 10000 12500
15.591 4621.36 8404.8 12217.7 247.203 986.038 230.478 -18.0319 27.8862 -99.963 5000 10000 12500
15.592 4621.6 8405.79 12217.9 247.185 986.066 230.378 -18.0232 27.8588 -99.9034 5000 10000 12500
15.593 4621.85 8406.78 12218.1 247.167 986.093 230.278 -18.0146 27.8315 -99.8439 5000 10000 12500
15.594 4622.1 8407.76 12218.4 247.149 986.121 230.178 -18.0059 27.8042 -99.7843 5000 10000 12500
15.595 4622.35 8408.75 12218.6 247.131 986.149 230.079 -17.9973 27.7769 -99.7247 5000 10000 12500
15.596 4622.59 8409.73 12218.8 247.113 986.177 229.979 -17.9886 27.7497 -99.6651 5000 10000 12500
15.597 4622.84 8410.72 12219.1 247.095 986.205 229.879 -17.9799 27.7224 -99.6055 5000 10000 12500
15.598 4623.09 8411.71 12219.3 247.077 986.232 229.78 -17.9712 27.6952 -99.5459 5000 10000 12500
15.599 4623.33 8412.69 12219.5 247.059 986.26 229.68 -17.9626 27.668 -99.4863 5000 10000 12500
15.6 4623.58 8413.68 12219.8 247.041 986.288 229.581 -17.9539 27.6408 -99.4267 5000 10000 12500
15.601 4623.83 8414.66 12220 247.023 986.315 229.481 -17.9452 27.6137 -99.3671 5000 10000 12500
15.602 4624.07 8415.65 12220.2 247.006 986.343 229.382 -17.9365 27.5865 -99.3075 5000 10000 12500
15.603 4624.32 8416.64 12220.4 246.988 986.37 229.283 -17.9278 27.5594 -99.2478 5000 10000 12500
15.604 4624.57 8417.62 12220.7 246.97 986.398 229.183 -17.9191 27.5322 -99.1882 5000 10000 12500
15.605 4624.82 8418.61 12220.9 246.952 986.425 229.084 -17.9104 27.5051 -99.1285 5000 10000 12500
15.606 4625.06 8419.6 12221.1 246.934 986.453 228.985 -17.9016 27.4781 -99.0689 5000 10000 12500
15.607 4625.31 8420.58 12221.4 246.916 986.48 228.886 -17.8929 27.451 -99.0092 5000 10000 12500
15.608 4625.56 8421.57 12221.6 246.898 986.508 228.787 -17.8842 27.424 -98.9495 5000 10000 12500
15.609 4625.8 8422.56 12221.8 246.88 986.535 228.688 -17.8755 27.3969 -98.8898 5000 10000 12500
15.61 4626.05 8423.54 12222 246.862 986.563 228.589 -17.8667 27.3699 -98.8301 5000 10000 12500
15.611 4626.3 8424.53 12222.3 246.844 986.59 228.491 -17.858 27.3429 -98.7704 5000 10000 12500
15.612 4626.54 8425.52 12222.5 246.827 986.617 228.392 -17.8492 27.3159 -98.7107 5000 10000 12500
15.613 4626.79 8426.5 12222.7 246.809 986.645 228.293 -17.8405 27.289 -98.651 5000 10000 12500
15.614 4627.04 8427.49 12223 246.791 986.672 228.195 -17.8317 27.2621 -98.5913 5000 10000 12500
15.615 4627.28 8428.48 12223.2 246.773 986.699 228.096 -17.8229 27.2351 -98.5316 5000 10000 12500
15.616 4627.53 8429.46 12223.4 246.755 986.726 227.997 -17.8142 27.2082 -98.4718 5000 10000 12500
15.617 4627.78 8430.45 12223.6 246.737 986.754 227.899 -17.8054 27.1813 -98.4121 5000 10000 12500
15.618 4628.02 8431.44 12223.9 246.72 986.781 227.801 -17.7966 27.1545 -98.3523 5000 10000 12500
15.619 4628.27 8432.42 12224.1 246.702 986.808 227.702 -17.7878 27.1276 -98.2926 5000 10000 12500
15.62 4628.52 8433.41 12224.3 246.684 986.835 227.604 -17.779 27.1008 -98.2328 5000 10000 12500
15.621 4628.76 8434.4 12224.6 246.666 986.862 227.506 -17.7702 27.074 -98.1731 5000 10000 12500
15.622 4629.01 8435.38 12224.8 246.649 986.889 227.408 -17.7614 27.0472 -98.1133 5000 10000 12500
15.623 4629.26 8436.37 12225 246.631 986.916 227.31 -17.7526 27.0204 -98.0535 5000 10000 12500
15.624 4629.5 8437.36 12225.2 246.613 986.943 227.212 -17.7438 26.9936 -97.9937 5000 10000 12500
15.625 4629.75 8438.34 12225.5 246.595 986.97 227.114 -17.735 26.9669 -97.9339 5000 10000 12500
15.626 4630 8439.33 12225.7 246.578 986.997 227.016 -17.7262 26.9401 -97.8741 5000 10000 12500
15.627 4630.24 8440.32 12225.9 246.56 987.024 226.918 -17.7174 26.9134 -97.8143 5000 10000 12500
15.628 4630.49 8441.31 12226.1 246.542 987.051 226.82 -17.7085 26.8867 -97.7544 5000 10000 12500
15.629 4630.74 8442.29 12226.4 246.524 987.078 226.722 -17.6997 26.8601 -97.6946 5000 10000 12500
15.63 4630.98 8443.28 12226.6 246.507 987.105 226.625 -17.6908 26.8334 -97.6348 5000 10000 12500
15.631 4631.23 8444.27 12226.8 246.489 987.132 226.527 -17.682 26.8068 -97.5749 5000 10000 12500
15.632 4631.48 8445.25 12227 246.471 987.158 226.43 -17.6731 26.7801 -97.5151 5000 10000 12500
15.633 4631.72 8446.24 12227.3 246.454 987.185 226.332 -17.6643 26.7535 -97.4552 5000 10000 12500
15.634 4631.97 8447.23 12227.5 246.436 987.212 226.235 -17.6554 26.7269 -97.3954 5000 10000 12500
15.635 4632.22 8448.22 12227.7 246.418 987.239 226.137 -17.6466 26.7004 -97.3355 5000 10000 12500
15.636 4632.46 8449.2 12228 246.401 987.265 226.04 -17.6377 26.6738 -97.2756 5000 10000 12500
